scene,gidA,gidB,n_adj,n_diff,n_cont,min_step,median_step,same,objA,objB
n5_scene0052,5,6,1,1,0,259.2,259.2,0,lemon,spoon
n5_scene0052,1,4,1,0,1,1.8,1.8,1,potted_meat_can,potted_meat_can
n5_scene0052,1,6,1,0,1,24.4,24.4,0,potted_meat_can,spoon
n5_scene0052,5,12,1,0,1,8.0,8.0,0,lemon,plum
n5_scene0052,4,6,3,2,1,0.2,91.3,0,potted_meat_can,spoon
n5_scene0052,4,7,2,1,1,37.5,61.6,0,potted_meat_can,knife
n5_scene0053,2,10,2,2,0,63.4,84.5,1,plate,plate
n5_scene0053,10,13,3,3,0,78.9,102.9,0,plate,orange
n5_scene0053,2,13,2,2,0,47.5,77.2,0,plate,orange
n5_scene0053,3,14,8,7,1,39.5,403.8,0,wood_block,phillips_screwdriver
n5_scene0053,3,10,4,2,2,7.9,32.1,0,wood_block,plate
n5_scene0053,8,11,2,0,2,3.4,8.7,1,wood_block,wood_block
n5_scene0053,10,14,4,3,1,8.2,82.7,0,plate,phillips_screwdriver
n5_scene0053,14,16,3,0,3,4.3,6.3,0,phillips_screwdriver,orange
n5_scene0053,1,10,1,0,1,9.2,9.2,0,phillips_screwdriver,plate
n5_scene0053,1,14,1,0,1,8.9,8.9,1,phillips_screwdriver,phillips_screwdriver
n5_scene0053,7,8,1,0,1,12.3,12.3,1,wood_block,wood_block
n5_scene0053,7,11,1,0,1,8.1,8.1,1,wood_block,wood_block
n5_scene0053,13,16,3,0,3,6.5,22.1,1,orange,orange
n5_scene0053,2,3,1,1,0,40.1,40.1,0,plate,wood_block
n5_scene0053,2,14,1,1,0,113.2,113.2,0,plate,phillips_screwdriver
n5_scene0053,14,15,1,1,0,48.4,48.4,0,phillips_screwdriver,orange
n5_scene0053,3,16,2,1,1,24.1,107.7,0,wood_block,orange
n5_scene0053,2,16,2,0,2,35.9,36.4,0,plate,orange
n5_scene0053,8,12,1,0,1,3.0,3.0,1,wood_block,wood_block
n5_scene0054,19,27,6,1,5,2.5,21.2,1,bleach_cleanser,bleach_cleanser
n5_scene0054,3,5,3,1,2,2.1,34.2,1,sugar_box,sugar_box
n5_scene0054,6,19,1,1,0,81.6,81.6,0,apple,bleach_cleanser
n5_scene0054,6,18,1,0,1,15.7,15.7,1,apple,apple
n5_scene0054,17,27,2,2,0,53.6,73.6,1,bleach_cleanser,bleach_cleanser
n5_scene0054,26,27,1,1,0,529.2,529.2,0,sugar_box,bleach_cleanser
n5_scene0054,3,27,2,1,1,15.3,31.5,0,sugar_box,bleach_cleanser
n5_scene0055,3,10,1,1,0,178.6,178.6,0,cups,pear
n5_scene0055,3,6,3,0,3,5.2,11.0,1,cups,cups
n5_scene0055,3,5,1,0,1,13.9,13.9,1,cups,cups
n5_scene0056,2,9,5,5,0,46.3,169.9,0,cups,cups
n5_scene0056,9,10,7,5,2,6.3,53.5,0,cups,extra_large_clamp
n5_scene0056,9,11,6,2,4,21.0,24.0,0,cups,cups
n5_scene0056,5,10,1,1,0,73.5,73.5,0,flat_screwdriver,extra_large_clamp
n5_scene0056,7,10,5,0,5,14.8,26.0,0,flat_screwdriver,extra_large_clamp
n5_scene0056,9,12,6,1,5,4.3,6.8,1,cups,cups
n5_scene0056,2,10,6,3,3,15.5,53.0,0,cups,extra_large_clamp
n5_scene0056,2,7,1,0,1,18.2,18.2,0,cups,flat_screwdriver
n5_scene0056,10,11,3,3,0,87.5,141.9,0,extra_large_clamp,cups
n5_scene0056,4,9,6,4,2,1.0,89.7,1,cups,cups
n5_scene0056,2,4,1,1,0,46.2,46.2,0,cups,cups
n5_scene0056,4,10,9,2,7,0.0,16.6,0,cups,extra_large_clamp
n5_scene0056,11,12,1,1,0,311.3,311.3,0,cups,cups
n5_scene0056,2,11,1,1,0,86.5,86.5,1,cups,cups
n5_scene0056,4,12,4,3,1,12.5,95.6,1,cups,cups
n5_scene0056,3,9,1,0,1,4.1,4.1,1,cups,cups
n5_scene0056,8,9,1,1,0,44.1,44.1,0,extra_large_clamp,cups
n5_scene0056,8,12,1,0,1,1.9,1.9,0,extra_large_clamp,cups
n5_scene0056,10,12,3,1,2,4.7,14.7,0,extra_large_clamp,cups
n5_scene0056,8,10,1,0,1,2.2,2.2,1,extra_large_clamp,extra_large_clamp
n5_scene0056,2,12,1,1,0,53.6,53.6,0,cups,cups
n5_scene0056,2,14,1,0,1,9.5,9.5,0,cups,cups
n5_scene0056,10,14,1,0,1,8.4,8.4,0,extra_large_clamp,cups
n5_scene0057,6,17,1,0,1,11.1,11.1,1,tuna_fish_can,tuna_fish_can
n5_scene0057,13,14,1,0,1,6.5,6.5,1,cups,cups
n5_scene0057,4,12,1,1,0,110.1,110.1,0,banana,tennis_ball
n5_scene0057,15,16,1,0,1,1.6,1.6,1,rubiks_cube,rubiks_cube
n5_scene0057,6,9,2,1,1,15.0,45.4,1,tuna_fish_can,tuna_fish_can
n5_scene0057,10,12,1,1,0,202.9,202.9,0,rubiks_cube,tennis_ball
n5_scene0057,3,6,2,0,2,2.8,4.7,1,tuna_fish_can,tuna_fish_can
n5_scene0057,6,7,3,0,3,1.3,3.8,1,tuna_fish_can,tuna_fish_can
n5_scene0057,7,15,1,1,0,212.5,212.5,0,tuna_fish_can,rubiks_cube
n5_scene0057,10,11,1,0,1,0.6,0.6,1,rubiks_cube,rubiks_cube
n5_scene0057,3,13,1,0,1,16.5,16.5,0,tuna_fish_can,cups
n5_scene0057,3,12,1,0,1,21.2,21.2,0,tuna_fish_can,tennis_ball
n5_scene0057,7,13,1,0,1,0.2,0.2,0,tuna_fish_can,cups
n5_scene0057,3,11,1,0,1,5.8,5.8,0,tuna_fish_can,rubiks_cube
n5_scene0057,11,13,1,1,0,50.7,50.7,0,rubiks_cube,cups
n5_scene0057,11,14,1,1,0,53.7,53.7,0,rubiks_cube,cups
n5_scene0057,8,11,1,0,1,1.1,1.1,1,rubiks_cube,rubiks_cube
n5_scene0057,9,11,1,0,1,26.5,26.5,0,tuna_fish_can,rubiks_cube
n5_scene0057,8,9,1,0,1,15.6,15.6,0,rubiks_cube,tuna_fish_can
n5_scene0058,4,7,2,0,2,1.2,2.7,1,pitcher_base,pitcher_base
n5_scene0058,3,4,1,1,0,195.2,195.2,0,baseball,pitcher_base
n5_scene0058,3,7,5,4,1,25.2,201.9,0,baseball,pitcher_base
n5_scene0058,5,10,5,3,2,1.0,70.6,1,adjustable_wrench,adjustable_wrench
n5_scene0058,8,11,4,0,4,1.0,3.8,0,fork,padlock
n5_scene0058,5,8,4,2,2,1.5,25.3,0,adjustable_wrench,fork
n5_scene0058,7,12,2,2,0,121.7,184.9,0,pitcher_base,padlock
n5_scene0058,10,12,3,1,2,28.6,30.0,0,adjustable_wrench,padlock
n5_scene0058,8,10,5,2,3,1.0,21.7,0,fork,adjustable_wrench
n5_scene0058,7,10,3,3,0,142.6,190.4,0,pitcher_base,adjustable_wrench
n5_scene0058,2,10,1,1,0,142.2,142.2,0,pitcher_base,adjustable_wrench
n5_scene0058,10,11,1,0,1,3.7,3.7,0,adjustable_wrench,padlock
n5_scene0058,5,7,2,1,1,21.5,59.8,0,adjustable_wrench,pitcher_base
n5_scene0058,5,13,1,1,0,382.9,382.9,0,adjustable_wrench,fork
n5_scene0058,7,8,1,1,0,45.0,45.0,0,pitcher_base,fork
n5_scene0058,7,13,1,1,0,382.8,382.8,0,pitcher_base,fork
n5_scene0058,3,5,1,1,0,238.2,238.2,0,baseball,adjustable_wrench
n5_scene0058,8,12,2,2,0,46.8,72.3,0,fork,padlock
n5_scene0058,7,9,1,1,0,69.8,69.8,1,pitcher_base,pitcher_base
n5_scene0059,6,8,2,2,0,193.7,207.8,0,cups,cracker_box
n5_scene0059,8,14,4,2,2,9.6,47.1,0,cracker_box,cups
n5_scene0059,5,7,1,0,1,38.9,38.9,1,cracker_box,cracker_box
n5_scene0059,7,14,3,0,3,1.4,1.5,0,cracker_box,cups
n5_scene0059,7,18,3,3,0,118.5,125.5,1,cracker_box,cracker_box
n5_scene0059,11,14,10,8,2,2.0,85.4,0,foam_brick,cups
n5_scene0059,5,14,2,1,1,31.0,64.9,0,cracker_box,cups
n5_scene0059,5,18,1,1,0,62.7,62.7,1,cracker_box,cracker_box
n5_scene0059,9,10,1,0,1,8.3,8.3,0,cups,cups
n5_scene0059,6,14,6,5,1,23.3,91.1,0,cups,cups
n5_scene0059,9,14,10,8,2,24.3,87.9,1,cups,cups
n5_scene0059,8,10,2,2,0,210.6,217.4,0,cracker_box,cups
n5_scene0059,8,13,2,2,0,221.1,258.8,0,cracker_box,racquetball
n5_scene0059,6,12,3,2,1,19.1,70.1,0,cups,cracker_box
n5_scene0059,12,14,9,7,2,16.0,190.6,0,cracker_box,cups
n5_scene0059,10,14,2,1,1,7.2,91.2,0,cups,cups
n5_scene0059,10,13,3,1,2,10.1,22.5,0,cups,racquetball
n5_scene0059,13,14,3,2,1,2.6,51.5,0,racquetball,cups
n5_scene0059,6,13,2,1,1,10.4,48.9,0,cups,racquetball
n5_scene0059,12,13,3,2,1,6.5,61.6,0,cracker_box,racquetball
n5_scene0059,2,13,1,1,0,62.8,62.8,1,racquetball,racquetball
n5_scene0059,8,9,3,3,0,203.1,204.3,0,cracker_box,cups
n5_scene0059,11,12,3,0,3,2.1,10.3,0,foam_brick,cracker_box
n5_scene0059,6,9,1,1,0,57.5,57.5,0,cups,cups
n5_scene0059,9,13,5,4,1,34.9,75.3,0,cups,racquetball
n5_scene0059,9,12,5,1,4,1.0,3.5,0,cups,cracker_box
n5_scene0059,6,7,1,0,1,5.1,5.1,0,cups,cracker_box
n5_scene0059,5,12,1,1,0,204.4,204.4,1,cracker_box,cracker_box
n5_scene0059,8,12,2,1,1,1.1,106.7,1,cracker_box,cracker_box
n5_scene0059,8,16,1,1,0,74.1,74.1,1,cracker_box,cracker_box
n5_scene0059,12,16,1,0,1,38.5,38.5,1,cracker_box,cracker_box
n5_scene0060,10,13,10,4,6,3.5,12.5,0,mini_soccer_ball,master_chef_can
n5_scene0060,1,10,9,7,2,6.9,118.9,0,master_chef_can,mini_soccer_ball
n5_scene0060,1,20,3,3,0,157.1,160.4,0,master_chef_can,gelatin_box
n5_scene0060,10,11,6,5,1,10.0,68.6,1,mini_soccer_ball,mini_soccer_ball
n5_scene0060,1,11,4,2,2,0.5,58.2,0,master_chef_can,mini_soccer_ball
n5_scene0060,1,12,2,2,0,73.4,130.9,0,master_chef_can,mini_soccer_ball
n5_scene0060,13,16,1,0,1,22.3,22.3,1,master_chef_can,master_chef_can
n5_scene0060,10,12,1,0,1,38.1,38.1,1,mini_soccer_ball,mini_soccer_ball
n5_scene0060,1,13,1,0,1,8.0,8.0,1,master_chef_can,master_chef_can
n5_scene0061,4,9,1,1,0,432.1,432.1,1,mustard_bottle,mustard_bottle
n5_scene0061,4,11,6,6,0,67.9,206.8,1,mustard_bottle,mustard_bottle
n5_scene0061,9,10,2,0,2,12.7,13.1,1,mustard_bottle,mustard_bottle
n5_scene0061,10,11,11,11,0,41.9,123.3,1,mustard_bottle,mustard_bottle
n5_scene0061,5,11,1,1,0,277.1,277.1,1,mustard_bottle,mustard_bottle
n5_scene0061,4,7,3,2,1,25.3,41.8,0,mustard_bottle,peach
n5_scene0061,3,11,1,0,1,10.5,10.5,1,mustard_bottle,mustard_bottle
n5_scene0061,8,9,1,1,0,245.2,245.2,0,large_clamp,mustard_bottle
n5_scene0061,4,14,1,1,0,157.4,157.4,0,mustard_bottle,sponge
n5_scene0061,8,10,5,3,2,38.4,41.6,0,large_clamp,mustard_bottle
n5_scene0061,8,11,5,4,1,29.5,56.6,0,large_clamp,mustard_bottle
n5_scene0061,7,10,2,2,0,69.2,119.0,0,peach,mustard_bottle
n5_scene0061,4,8,1,0,1,2.8,2.8,0,mustard_bottle,large_clamp
n5_scene0061,7,11,1,1,0,92.1,92.1,0,peach,mustard_bottle
occ3_scene0001,8,16,5,2,3,13.1,37.1,0,wood_block,bleach_cleanser
occ3_scene0001,7,16,3,3,0,75.9,126.8,0,peach,bleach_cleanser
occ3_scene0001,7,8,2,2,0,70.9,75.7,0,peach,wood_block
occ3_scene0001,13,14,4,0,4,5.6,22.2,1,bleach_cleanser,bleach_cleanser
occ3_scene0001,7,13,1,1,0,90.0,90.0,0,peach,bleach_cleanser
occ3_scene0001,1,16,2,1,1,35.8,46.1,0,wood_block,bleach_cleanser
occ3_scene0001,1,8,5,5,0,70.1,122.5,1,wood_block,wood_block
occ3_scene0001,1,7,3,3,0,75.7,123.8,0,wood_block,peach
occ3_scene0001,1,12,2,1,1,36.0,38.8,0,wood_block,bleach_cleanser
occ3_scene0001,8,13,6,6,0,50.8,71.2,0,wood_block,bleach_cleanser
occ3_scene0001,12,13,7,5,2,6.9,72.0,1,bleach_cleanser,bleach_cleanser
occ3_scene0001,12,16,2,0,2,9.0,10.0,1,bleach_cleanser,bleach_cleanser
occ3_scene0001,3,7,1,1,0,139.7,139.7,0,bleach_cleanser,peach
occ3_scene0001,8,12,2,2,0,85.1,91.3,0,wood_block,bleach_cleanser
occ3_scene0001,8,14,1,1,0,112.2,112.2,0,wood_block,bleach_cleanser
occ3_scene0001,3,13,1,1,0,62.3,62.3,1,bleach_cleanser,bleach_cleanser
occ3_scene0002,2,6,2,2,0,203.0,217.8,1,cups,cups
occ3_scene0002,5,6,7,4,3,1.4,69.2,0,apple,cups
occ3_scene0002,2,5,1,1,0,142.0,142.0,0,cups,apple
occ3_scene0003,9,12,6,3,3,33.9,39.9,0,plum,mustard_bottle
occ3_scene0003,3,9,3,3,0,40.2,45.0,0,mustard_bottle,plum
occ3_scene0003,2,5,1,1,0,149.3,149.3,0,mustard_bottle,baseball
occ3_scene0003,2,9,2,2,0,51.2,57.2,0,mustard_bottle,plum
occ3_scene0003,5,12,1,1,0,158.4,158.4,0,baseball,mustard_bottle
occ3_scene0003,5,9,1,1,0,119.3,119.3,0,baseball,plum
occ3_scene0003,9,11,1,1,0,48.3,48.3,0,plum,mustard_bottle
occ3_scene0004,6,12,2,2,0,148.9,150.0,0,pitcher_base,foam_brick
occ3_scene0004,5,6,5,4,1,26.1,86.8,1,pitcher_base,pitcher_base
occ3_scene0005,2,9,5,3,2,12.4,113.0,0,cups,mug
occ3_scene0005,9,10,3,3,0,56.9,67.6,0,mug,tennis_ball
occ3_scene0005,8,9,5,3,2,19.4,44.5,0,cups,mug
occ3_scene0005,2,8,4,1,3,4.4,11.9,1,cups,cups
occ3_scene0005,8,10,1,1,0,65.8,65.8,0,cups,tennis_ball
occ3_scene0006,2,13,1,1,0,91.0,91.0,0,baseball,cups
occ3_scene0006,2,9,1,1,0,93.7,93.7,0,baseball,cups
occ3_scene0006,4,5,2,2,0,109.4,121.5,0,cups,large_clamp
occ3_scene0006,2,4,2,2,0,98.4,102.9,0,baseball,cups
occ3_scene0006,2,5,2,2,0,59.7,70.5,0,baseball,large_clamp
occ3_scene0006,5,9,1,1,0,75.3,75.3,0,large_clamp,cups
occ3_scene0006,5,6,2,1,1,6.1,61.1,0,large_clamp,cups
occ3_scene0006,6,9,1,0,1,1.9,1.9,1,cups,cups
occ3_scene0006,4,6,1,0,1,20.0,20.0,1,cups,cups
occ3_scene0007,2,8,5,3,2,27.2,41.8,0,sponge,foam_brick
occ3_scene0007,8,10,2,2,0,122.2,125.3,0,foam_brick,padlock
occ3_scene0007,9,12,1,1,0,185.6,185.6,0,foam_brick,padlock
occ3_scene0008,7,8,5,0,5,3.4,5.7,1,scissors,scissors
occ3_scene0008,2,3,1,1,0,115.0,115.0,0,cups,scissors
occ3_scene0008,2,11,1,0,1,10.9,10.9,0,cups,scissors
occ3_scene0008,3,10,1,1,0,81.3,81.3,0,scissors,cups
occ3_scene0008,3,11,4,2,2,2.2,52.7,1,scissors,scissors
occ3_scene0008,8,10,3,3,0,70.1,73.0,0,scissors,cups
occ3_scene0008,8,11,7,0,7,1.5,11.1,1,scissors,scissors
occ3_scene0008,3,8,5,0,5,1.9,5.4,1,scissors,scissors
occ3_scene0008,4,10,1,1,0,68.9,68.9,0,scissors,cups
occ3_scene0008,4,11,1,1,0,46.9,46.9,1,scissors,scissors
occ3_scene0008,10,11,1,1,0,53.3,53.3,0,cups,scissors
occ3_scene0009,1,4,2,2,0,122.5,126.6,0,softball,gelatin_box
occ3_scene0009,1,3,1,1,0,132.9,132.9,0,softball,gelatin_box
occ3_scene0009,1,2,1,1,0,132.5,132.5,0,softball,gelatin_box
occ3_scene0010,7,10,12,7,5,0.7,84.3,0,large_marker,mustard_bottle
occ3_scene0010,9,10,6,6,0,63.8,133.2,1,mustard_bottle,mustard_bottle
occ3_scene0010,10,11,4,4,0,81.5,116.0,1,mustard_bottle,mustard_bottle
occ3_scene0010,4,10,2,2,0,106.6,127.8,1,mustard_bottle,mustard_bottle
occ3_scene0011,3,10,1,1,0,92.9,92.9,0,cups,pudding_box
occ3_scene0011,3,5,2,2,0,72.9,80.0,1,cups,cups
occ3_scene0011,5,10,2,2,0,61.2,81.4,0,cups,pudding_box
occ3_scene0011,3,9,3,3,0,93.1,101.2,0,cups,pudding_box
occ3_scene0011,5,9,5,5,0,58.2,93.5,0,cups,pudding_box
occ3_scene0011,5,6,1,0,1,19.5,19.5,1,cups,cups
occ3_scene0012,6,7,6,0,6,0.9,3.8,1,padlock,padlock
occ3_scene0012,2,3,1,1,0,75.2,75.2,0,strawberry,cups
occ3_scene0013,5,10,4,4,0,71.4,110.3,1,tomato_soup_can,tomato_soup_can
occ3_scene0013,5,6,2,2,0,141.9,154.7,0,tomato_soup_can,cups
occ3_scene0013,5,11,5,3,2,8.6,40.1,0,tomato_soup_can,golf_ball
occ3_scene0013,3,10,5,4,1,23.3,82.8,1,tomato_soup_can,tomato_soup_can
occ3_scene0013,3,6,1,1,0,137.8,137.8,0,tomato_soup_can,cups
occ3_scene0013,3,11,2,2,0,54.2,72.7,0,tomato_soup_can,golf_ball
occ3_scene0013,6,10,3,2,1,28.7,86.3,0,cups,tomato_soup_can
occ3_scene0013,8,10,10,4,6,0.7,25.7,0,cups,tomato_soup_can
occ3_scene0013,6,11,1,1,0,103.3,103.3,0,cups,golf_ball
occ3_scene0013,6,7,1,1,0,125.0,125.0,0,cups,tomato_soup_can
occ3_scene0013,7,10,1,0,1,27.4,27.4,1,tomato_soup_can,tomato_soup_can
occ3_scene0013,7,8,1,1,0,125.4,125.4,0,tomato_soup_can,cups
occ3_scene0013,7,11,1,1,0,77.5,77.5,0,tomato_soup_can,golf_ball
occ3_scene0013,5,8,1,1,0,142.4,142.4,0,tomato_soup_can,cups
occ3_scene0013,10,11,3,3,0,61.1,72.7,0,tomato_soup_can,golf_ball
occ3_scene0013,9,10,2,0,2,13.0,14.2,1,tomato_soup_can,tomato_soup_can
occ3_scene0014,11,15,2,0,2,10.0,10.8,1,mustard_bottle,mustard_bottle
occ3_scene0014,2,12,3,0,3,1.2,21.6,1,sugar_box,sugar_box
occ3_scene0014,2,10,4,1,3,1.4,7.9,1,sugar_box,sugar_box
occ3_scene0014,9,15,2,2,0,54.0,54.4,0,sugar_box,mustard_bottle
occ3_scene0014,10,15,2,2,0,54.4,73.9,0,sugar_box,mustard_bottle
occ3_scene0014,2,15,4,3,1,22.6,52.0,0,sugar_box,mustard_bottle
occ3_scene0014,15,17,3,3,0,139.9,157.9,1,mustard_bottle,mustard_bottle
occ3_scene0014,8,17,1,1,0,72.1,72.1,0,banana,mustard_bottle
occ3_scene0014,1,15,1,1,0,66.8,66.8,0,sugar_box,mustard_bottle
occ3_scene0014,9,17,1,0,1,32.3,32.3,0,sugar_box,mustard_bottle
occ3_scene0014,6,9,1,0,1,5.3,5.3,0,mustard_bottle,sugar_box
occ3_scene0014,2,17,2,2,0,40.5,116.2,0,sugar_box,mustard_bottle
occ3_scene0014,2,6,1,0,1,13.9,13.9,0,sugar_box,mustard_bottle
occ3_scene0014,6,17,1,0,1,31.0,31.0,1,mustard_bottle,mustard_bottle
occ3_scene0014,6,15,1,0,1,19.9,19.9,1,mustard_bottle,mustard_bottle
occ3_scene0014,1,2,1,0,1,10.7,10.7,1,sugar_box,sugar_box
occ3_scene0014,15,18,1,0,1,5.6,5.6,1,mustard_bottle,mustard_bottle
occ3_scene0014,5,15,1,0,1,32.7,32.7,1,mustard_bottle,mustard_bottle
occ3_scene0014,12,15,1,0,1,30.5,30.5,0,sugar_box,mustard_bottle
occ3_scene0014,2,5,1,0,1,28.1,28.1,0,sugar_box,mustard_bottle
occ3_scene0015,8,12,4,4,0,67.5,84.0,0,apple,padlock
occ3_scene0015,8,13,1,0,1,0.5,0.5,1,apple,apple
occ3_scene0016,12,16,1,0,1,8.2,8.2,1,bleach_cleanser,bleach_cleanser
occ3_scene0016,13,16,8,4,4,0.0,74.7,1,bleach_cleanser,bleach_cleanser
occ3_scene0016,13,20,2,0,2,7.9,9.4,1,bleach_cleanser,bleach_cleanser
occ3_scene0016,12,20,3,1,2,2.1,3.3,1,bleach_cleanser,bleach_cleanser
occ3_scene0016,12,13,3,0,3,8.5,14.2,1,bleach_cleanser,bleach_cleanser
occ3_scene0017,9,13,6,5,1,7.5,75.5,1,cracker_box,cracker_box
occ3_scene0017,5,13,2,0,2,4.0,13.5,1,cracker_box,cracker_box
occ3_scene0017,1,10,3,3,0,123.1,136.4,0,softball,cracker_box
occ3_scene0017,1,9,1,1,0,122.9,122.9,0,softball,cracker_box
occ3_scene0017,7,10,1,1,0,240.0,240.0,0,softball,cracker_box
occ3_scene0017,4,9,1,0,1,9.6,9.6,1,cracker_box,cracker_box
occ3_scene0017,4,7,1,1,0,203.2,203.2,0,cracker_box,softball
occ3_scene0017,9,19,2,0,2,5.5,7.7,1,cracker_box,cracker_box
occ3_scene0017,7,19,1,1,0,203.2,203.2,0,softball,cracker_box
occ3_scene0017,13,18,1,0,1,3.4,3.4,1,cracker_box,cracker_box
occ3_scene0017,1,5,1,1,0,136.0,136.0,0,softball,cracker_box
occ3_scene0017,5,19,1,1,0,250.2,250.2,1,cracker_box,cracker_box
occ3_scene0017,11,12,1,0,1,1.4,1.4,1,cracker_box,cracker_box
occ3_scene0017,12,19,1,1,0,158.1,158.1,1,cracker_box,cracker_box
occ3_scene0017,4,19,1,1,0,159.0,159.0,1,cracker_box,cracker_box
occ3_scene0017,17,19,1,1,0,267.2,267.2,0,golf_ball,cracker_box
occ3_scene0018,6,10,1,0,1,0.2,0.2,1,flat_screwdriver,flat_screwdriver
occ3_scene0018,5,7,1,1,0,80.7,80.7,0,peach,flat_screwdriver
occ3_scene0018,6,7,1,0,1,7.4,7.4,1,flat_screwdriver,flat_screwdriver
occ3_scene0019,3,8,5,4,1,4.9,72.1,0,softball,tuna_fish_can
occ3_scene0019,8,9,7,2,5,12.1,27.5,1,tuna_fish_can,tuna_fish_can
occ3_scene0019,7,8,2,1,1,13.0,52.7,0,padlock,tuna_fish_can
occ3_scene0019,1,8,4,4,0,120.3,126.2,0,softball,tuna_fish_can
occ3_scene0019,1,3,1,1,0,120.2,120.2,1,softball,softball
occ3_scene0019,1,7,1,1,0,122.0,122.0,0,softball,padlock
occ3_scene0020,9,11,1,1,0,166.6,166.6,0,orange,mini_soccer_ball
occ3_scene0020,4,6,1,1,0,164.7,164.7,0,mini_soccer_ball,wood_block
occ3_scene0020,4,12,1,1,0,2474.3,2474.3,0,mini_soccer_ball,wood_block
occ3_scene0020,6,11,3,3,0,133.9,158.5,0,wood_block,mini_soccer_ball
occ3_scene0020,11,12,2,2,0,149.8,158.0,0,mini_soccer_ball,wood_block
occ3_scene0020,1,6,1,1,0,248.7,248.7,0,mini_soccer_ball,wood_block
occ3_scene0020,1,11,1,0,1,33.4,33.4,1,mini_soccer_ball,mini_soccer_ball
occ3_scene0020,3,6,1,1,0,163.6,163.6,1,wood_block,wood_block
occ3_scene0020,3,12,2,0,2,24.4,27.9,1,wood_block,wood_block
occ3_scene0020,6,8,2,2,0,107.6,127.8,0,wood_block,orange
occ3_scene0020,8,11,1,1,0,136.7,136.7,0,orange,mini_soccer_ball
occ3_scene0020,5,6,1,0,1,5.3,5.3,1,wood_block,wood_block
occ3_scene0020,6,12,1,0,1,4.7,4.7,1,wood_block,wood_block
occ3_scene0020,5,12,3,0,3,8.0,8.6,1,wood_block,wood_block
occ3_scene0020,5,13,1,0,1,6.4,6.4,0,wood_block,mini_soccer_ball
occ3_scene0020,5,8,1,1,0,174.5,174.5,0,wood_block,orange
occ4_scene0001,8,9,10,6,4,11.6,43.9,1,master_chef_can,master_chef_can
occ4_scene0001,9,16,4,1,3,30.6,35.8,1,master_chef_can,master_chef_can
occ4_scene0001,2,9,2,0,2,8.5,23.0,0,cups,master_chef_can
occ4_scene0001,9,20,3,3,0,55.3,66.8,0,master_chef_can,strawberry
occ4_scene0001,2,20,1,1,0,53.7,53.7,0,cups,strawberry
occ4_scene0001,2,8,1,0,1,4.6,4.6,0,cups,master_chef_can
occ4_scene0001,2,16,1,1,0,61.8,61.8,0,cups,master_chef_can
occ4_scene0001,16,21,2,1,1,0.7,42.1,0,master_chef_can,cups
occ4_scene0001,8,16,3,2,1,39.4,49.2,1,master_chef_can,master_chef_can
occ4_scene0001,9,21,1,1,0,80.6,80.6,0,master_chef_can,cups
occ4_scene0002,3,13,2,1,1,29.8,58.8,0,spatula,mustard_bottle
occ4_scene0002,3,14,1,0,1,8.9,8.9,0,spatula,master_chef_can
occ4_scene0002,3,8,1,0,1,20.7,20.7,0,spatula,master_chef_can
occ4_scene0002,13,14,2,1,1,27.1,33.6,0,mustard_bottle,master_chef_can
occ4_scene0002,8,13,2,2,0,56.7,63.2,0,master_chef_can,mustard_bottle
occ4_scene0002,12,14,2,2,0,139.9,167.2,1,master_chef_can,master_chef_can
occ4_scene0002,14,15,2,2,0,145.1,171.8,0,master_chef_can,cups
occ4_scene0002,12,15,5,0,5,5.5,18.0,0,master_chef_can,cups
occ4_scene0002,12,13,2,2,0,51.9,62.6,0,master_chef_can,mustard_bottle
occ4_scene0002,3,12,5,4,1,26.4,79.2,0,spatula,master_chef_can
occ4_scene0002,3,11,6,6,0,59.8,328.2,0,spatula,mustard_bottle
occ4_scene0002,3,15,1,1,0,124.7,124.7,0,spatula,cups
occ4_scene0002,8,14,1,0,1,3.7,3.7,1,master_chef_can,master_chef_can
occ4_scene0002,2,12,5,5,0,60.3,81.9,1,master_chef_can,master_chef_can
occ4_scene0002,2,11,5,3,2,3.9,41.0,0,master_chef_can,mustard_bottle
occ4_scene0002,11,13,4,3,1,24.6,69.7,1,mustard_bottle,mustard_bottle
occ4_scene0002,8,12,6,1,5,21.4,28.4,1,master_chef_can,master_chef_can
occ4_scene0002,8,11,5,3,2,6.5,95.2,0,master_chef_can,mustard_bottle
occ4_scene0002,2,13,1,1,0,79.3,79.3,0,master_chef_can,mustard_bottle
occ4_scene0002,2,3,2,2,0,61.2,115.9,0,master_chef_can,spatula
occ4_scene0002,2,10,1,1,0,61.3,61.3,0,master_chef_can,spatula
occ4_scene0002,10,11,4,2,2,8.8,33.4,0,spatula,mustard_bottle
occ4_scene0002,8,15,2,1,1,13.1,47.5,0,master_chef_can,cups
occ4_scene0002,13,15,3,2,1,21.2,60.0,0,mustard_bottle,cups
occ4_scene0002,3,10,1,1,0,90.2,90.2,1,spatula,spatula
occ4_scene0002,11,12,1,0,1,26.4,26.4,0,mustard_bottle,master_chef_can
occ4_scene0002,6,11,1,0,1,27.3,27.3,0,cups,mustard_bottle
occ4_scene0003,9,21,2,2,0,119.9,134.7,0,bleach_cleanser,pudding_box
occ4_scene0003,12,14,3,0,3,2.5,7.4,1,bleach_cleanser,bleach_cleanser
occ4_scene0003,1,11,3,3,0,62.4,104.7,1,cups,cups
occ4_scene0003,6,21,1,1,0,127.0,127.0,0,bleach_cleanser,pudding_box
